Id,Sales
430,5876.70828222
431,5876.83085957
432,5876.89214824
433,5877.07601426
434,5877.13730293
435,5877.1985916
436,5877.25988028
437,5877.32116895
438,5877.38245762
439,5877.4437463
440,5877.50503497
441,5877.62761232
442,5877.68890099
443,5877.75018966
444,5877.81147834
445,5877.87276701
446,5877.93405568
447,5878.05663303
448,5878.1179217
449,5878.17921037
450,5878.24049905
451,5878.30178772
452,5878.36307639
453,5878.48565374
454,5878.54694241
455,5878.60823109
456,5878.66951976
457,5878.73080843
458,5878.79209711
459,5878.85338578
460,5878.91467445
461,5878.97596313
462,5879.0372518
463,5879.28240649
464,5879.34369516
465,5879.46627251
466,5879.52756118
467,5879.58884986
468,5879.65013853
469,5879.7114272
470,5879.77271588
471,5880.07915924
472,5880.14044792
473,5880.20173659
474,5880.38560261
475,5880.44689128
476,5880.56946863
477,5880.6307573
478,5880.69204597
479,5880.75333465
480,5880.81462332
481,5880.87591199
482,5880.93720067
483,5880.99848934
484,5881.12106669
485,5881.18235536
486,5881.24364403
487,5881.36622138
488,5881.42751005
489,5881.48879872
490,5881.67266474
491,5881.73395342
492,5881.79524209
493,5881.85653076
494,5881.91781944
495,5881.97910811
496,5882.04039678
497,5882.10168546
498,5882.16297413
499,5882.2242628
500,5882.28555148
501,5882.34684015
502,5882.53070617
503,5882.59199484
504,5882.71457219
505,5882.83714953
506,5882.89843821
507,5882.95972688
508,5883.02101555
509,5883.08230423
510,5883.1435929
511,5883.20488157
512,5883.26617025
513,5883.32745892
514,5883.45003627
515,5883.51132494
516,5883.57261361
517,5883.69519096
518,5883.75647963
519,5883.8177683
520,5883.94034565
521,5884.00163432
522,5884.062923
523,5884.12421167
524,5884.18550034
525,5884.24678902
526,5884.36936636
527,5884.43065504
528,5884.61452105
529,5884.67580973
530,5884.79838707
531,5884.92096442
532,5884.98225309
533,5885.04354177
534,5885.10483044
535,5885.16611911
536,5885.22740779
537,5885.28869646
538,5885.34998513
539,5885.41127381
540,5885.53385115
541,5885.59513983
542,5885.6564285
543,5885.71771717
544,5733.86004459
545,5885.90158319
546,5885.96287186
547,5886.02416054
548,5886.20802656
549,5886.26931523
550,5886.3306039
551,5886.39189258
552,5886.45318125
553,5886.5757586
554,5886.63704727
555,5886.69833594
556,5886.75962462
557,5886.82091329
558,5886.88220196
559,5886.94349063
560,5887.00477931
561,5887.06606798
562,5887.12735665
563,5887.249934
564,5887.31122267
565,5887.37251135
566,5887.49508869
567,5887.55637737
568,5887.61766604
569,5887.67895471
570,5887.80153206
571,5887.86282073
572,5887.9241094
573,5887.98539808
574,5888.04668675
575,5888.10797542
576,5888.1692641
577,5888.29184144
578,5888.41441879
579,5888.53699614
580,5888.59828481
581,5888.65957348
582,5888.72086216
583,5888.78215083
584,5888.8434395
585,5889.02730552
586,5889.08859419
587,5889.14988287
588,5889.21117154
589,5889.39503756
590,5889.45632623
591,5889.51761491
592,5889.57890358
593,5889.64019225
594,5889.70148093
595,5889.7627696
596,5889.82405827
597,5889.88534695
598,5889.94663562
599,5890.00792429
600,5890.06921297
601,5890.13050164
602,5890.19179031
603,5890.25307898
604,5890.31436766
605,5890.37565633
606,5890.62081102
607,5890.74338837
608,5890.80467704
609,5891.04983174
610,5891.11112041
611,5891.17240908
612,5891.23369775
613,5891.29498643
614,5891.41756377
615,5891.47885245
616,5891.54014112
617,5891.66271847
618,5891.72400714
619,5891.78529581
620,5891.84658449
621,5891.90787316
622,5891.96916183
623,5892.03045051
624,5892.09173918
625,5892.15302785
626,5892.2756052
627,5892.33689387
628,5892.39818254
629,5892.52075989
630,5892.64333724
631,5892.70462591
632,5892.82720326
633,5892.88849193
634,5892.9497806
635,5893.07235795
636,5893.13364662
637,5893.1949353
638,5893.25622397
639,5893.31751264
640,5893.50137866
641,5893.62395601
642,5893.68524468
643,5893.74653335
644,5893.8691107
645,5893.99168805
646,5894.17555407
647,5894.29813141
648,5894.42070876
649,5894.48199743
650,5894.5432861
651,5894.60457478
652,5894.66586345
653,5894.72715212
654,5894.7884408
655,5894.84972947
656,5894.91101814
657,5894.97230682
658,5895.09488416
659,5895.15617284
660,5895.21746151
661,5895.27875018
662,5895.34003886
663,5895.40132753
664,5895.4626162
665,5895.52390488
666,5895.58519355
667,5895.64648222
668,5895.70777089
669,5895.76905957
670,5895.83034824
671,5895.89163691
672,5896.07550293
673,5896.13679161
674,5896.25936895
675,5896.32065763
676,5896.44323497
677,5744.64685106
678,5896.62710099
679,5896.68838967
680,5896.74967834
681,5896.81096701
682,5896.87225568
683,5896.93354436
684,5896.99483303
685,5897.0561217
686,5897.11741038
687,5897.23998772
688,5897.3012764
689,5897.42385374
690,5897.48514242
691,5897.54643109
692,5897.60771976
693,5897.66900844
694,5897.85287445
695,5897.91416313
696,5897.9754518
697,5898.03674047
698,5898.09802915
699,5898.15931782
700,5898.22060649
701,5898.28189517
702,5898.34318384
703,5898.40447251
704,5898.52704986
705,5898.58833853
706,5898.64962721
707,5898.71091588
708,5898.77220455
709,5898.83349323
710,5898.8947819
711,5899.01735924
712,5899.07864792
713,5899.20122526
714,5899.32380261
715,5899.38509128
716,5899.44637996
717,5899.50766863
718,5899.5689573
719,5899.63024598
720,5899.69153465
721,5899.75282332
722,5899.814112
723,5899.93668934
724,5899.99797802
725,5900.05926669
726,5900.12055536
727,5900.18184403
728,5900.24313271
729,5900.36571005
730,5900.42699873
731,5900.4882874
732,5900.54957607
733,5900.61086475
734,5900.67215342
735,5900.73344209
736,5900.79473077
737,5900.91730811
738,5900.97859679
739,5901.03988546
740,5901.1624628
741,5901.22375148
742,5901.28504015
743,5901.53019484
744,5901.59148352
745,5901.65277219
746,5901.77534954
747,5901.83663821
748,5901.89792688
749,5901.95921556
750,5902.0817929
751,5902.14308158
752,5902.32694759
753,5902.38823627
754,5902.44952494
755,5902.51081361
756,5902.57210229
757,5902.75596831
758,5902.93983433
759,5903.001123
760,5903.06241167
761,5903.12370035
762,5903.24627769
763,5903.30756637
764,5903.43014371
765,5903.49143238
766,5903.61400973
767,5903.79787575
768,5903.85916442
769,5903.98174177
770,5904.16560779
771,5904.22689646
772,5904.28818514
773,5904.41076248
774,5904.47205115
775,5904.53333983
776,5904.5946285
777,5904.65591717
778,5904.71720585
779,5904.77849452
780,5904.83978319
781,5904.90107187
782,5904.96236054
783,5905.14622656
784,5905.20751523
785,5905.33009258
786,5905.45266993
787,5905.5139586
788,5905.57524727
789,5905.63653594
790,5905.69782462
791,5905.88169064
792,5906.188134
793,5906.24942268
794,5906.31071135
795,5906.37200002
796,5906.4332887
797,5906.49457737
798,5906.55586604
799,5906.67844339
800,5906.73973206
801,5906.86230941
802,5906.92359808
803,5906.98488675
804,5907.04617543
805,5907.1074641
806,5907.16875277
807,5907.23004145
808,5907.29133012
809,5907.41390747
810,5907.47519614
811,5907.53648481
812,5907.59777349
813,5907.65906216
814,5907.72035083
815,5907.7816395
816,5907.84292818
817,5907.90421685
818,5907.96550552
819,5908.0267942
820,5908.08808287
821,5908.14937154
822,5908.27194889
823,5908.33323756
824,5908.39452624
825,5908.45581491
826,5908.63968093
827,5908.7009696
828,5908.76225828
829,5908.82354695
830,5908.88483562
831,5909.06870164
832,5909.12999031
833,5909.25256766
834,5909.31385633
835,5909.37514501
836,5909.43643368
837,5909.55901103
838,5909.6202997
839,5909.74287705
840,5909.86545439
841,5758.00778181
842,5910.04932041
843,5910.11060908
844,5910.17189776
845,5910.23318643
846,5910.2944751
847,5910.35576378
848,5910.41705245
849,5910.47834112
850,5910.5396298
851,5910.66220714
852,5910.78478449
853,5910.84607316
854,5910.90736184
855,5910.96865051
856,5911.02993918
857,6213.9854244
858,6214.10800175
859,6214.35315644
860,6214.41444511
861,6214.47573378
862,6214.53702246
863,6214.59831113
864,6214.6595998
865,6214.72088848
866,6214.78217715
867,6214.84346582
868,6214.9047545
869,6215.08862052
870,6215.14990919
871,6215.21119786
872,6215.27248653
873,6215.33377521
874,6215.39506388
875,6215.45635255
876,6215.5789299
877,6215.70150725
878,6215.76279592
879,6215.82408459
880,6215.88537327
881,6215.94666194
882,6216.06923929
883,6216.13052796
884,6216.25310531
885,6216.31439398
886,6216.37568265
887,6216.43697132
888,6216.49826
889,6216.55954867
890,6216.68212602
891,6216.74341469
892,6216.80470336
893,6216.86599204
894,6216.92728071
895,6216.98856938
896,6217.04985806
897,6217.11114673
898,6217.1724354
899,6217.35630142
900,6217.47887877
901,6217.66274479
902,6217.72403346
903,6217.78532213
904,6217.84661081
905,6217.96918815
906,6218.03047683
907,6218.0917655
908,6218.15305417
909,6218.21434285
910,6218.27563152
911,6218.33692019
912,6218.39820887
913,6218.45949754
914,6218.52078621
915,6218.58207488
916,6218.64336356
917,6218.7659409
918,6218.82722958
919,6218.88851825
920,6218.94980692
921,6219.0110956
922,6219.07238427
923,6219.19496162
924,6219.37882764
925,6219.44011631
926,6219.50140498
927,6219.56269366
928,6219.62398233
929,6219.685271
930,6219.93042569
931,6219.99171437
932,6220.05300304
933,6220.11429171
934,6220.17558039
935,6220.35944641
936,6220.48202375
937,6220.54331243
938,6220.6046011
939,6220.66588977
940,6220.72717845
941,6220.78846712
942,6220.84975579
943,6220.97233314
944,6221.09491048
945,6221.15619916
946,6221.21748783
947,6221.2787765
948,6221.40135385
949,6221.5239312
950,6221.64650854
951,6221.70779722
952,6221.76908589
953,6221.83037456
954,6221.89166323
955,6221.95295191
956,6222.01424058
957,6222.1981066
958,6222.25939527
959,6222.32068395
960,6222.44326129
961,6222.50454997
962,6222.56583864
963,6222.62712731
964,6222.68841599
965,6222.74970466
966,6222.81099333
967,6222.87228201
968,6222.93357068
969,6223.05614802
970,6223.1174367
971,6223.24001404
972,6223.30130272
973,6223.36259139
974,6223.42388006
975,6223.54645741
976,6223.60774608
977,6223.66903476
978,6223.73032343
979,6223.7916121
980,6223.85290078
981,6223.97547812
982,6224.0367668
983,6224.09805547
984,6224.22063281
985,6224.28192149
986,6224.34321016
987,6224.40449883
988,6224.46578751
989,6224.58836485
990,6224.64965353
991,6224.7109422
992,6224.89480822
993,6224.95609689
994,6225.01738557
995,6225.07867424
996,6225.13996291
997,6225.20125158
998,6225.32382893
999,6225.3851176
1000,6225.44640628
1001,6225.50769495
1002,6225.56898362
1003,6225.6302723
1004,6225.69156097
1005,6225.75284964
1006,6225.81413832
1007,6225.87542699
1008,6225.99800434
1009,6226.12058168
1010,6226.18187036
1011,6226.24315903
1012,6226.3044477
1013,6226.42702505
1014,6226.54960239
1015,6226.61089107
1016,6226.73346841
1017,6226.79475709
1018,6226.91733443
1019,6226.97862311
1020,6227.03991178
1021,6227.10120045
1022,6227.16248913
1023,6227.2237778
1024,6227.28506647
1025,6227.34635515
1026,6227.40764382
1027,6227.46893249
1028,6227.65279851
1029,6227.77537586
1030,6227.83666453
1031,6227.8979532
1032,6227.95924188
1033,6228.02053055
1034,6228.08181922
1035,6228.20439657
1036,6228.26568524
1037,6228.32697392
1038,6228.51083993
1039,6228.57212861
1040,6228.69470595
1041,6228.75599463
1042,6228.8172833
1043,6228.87857197
1044,6228.93986065
1045,6229.00114932
1046,6229.06243799
1047,6229.12372667
1048,6229.18501534
1049,6229.24630401
1050,6229.30759269
1051,6229.36888136
1052,6229.43017003
1053,6229.49145871
1054,6229.55274738
1055,6229.61403605
1056,6229.7366134
1057,6229.79790207
1058,6229.98176809
1059,6230.04305676
1060,6230.16563411
1061,6230.28821146
1062,6230.34950013
1063,6230.4107888
1064,6230.59465482
1065,6230.6559435
1066,6230.71723217
1067,6230.77852084
1068,6230.90109819
1069,6230.96238686
1070,6231.02367553
1071,6231.08496421
1072,6231.14625288
1073,6231.26883023
1074,6231.3301189
1075,6231.39140757
1076,6231.51398492
1077,6231.57527359
1078,6231.63656227
1079,6231.69785094
1080,6231.94300563
1081,6232.0042943
1082,6232.06558298
1083,6232.12687165
1084,6232.18816032
1085,6232.249449
1086,6232.31073767
1087,6232.37202634
1088,6232.43331502
1089,6232.49460369
1090,6232.55589236
1091,6232.61718104
1092,6232.67846971
1093,6232.80104706
1094,6232.86233573
1095,6232.9236244
1096,6232.98491307
1097,6233.04620175
1098,6233.16877909
1099,6233.23006777
1100,6233.29135644
1101,6233.35264511
1102,6233.47522246
1103,6233.53651113
1104,6233.72037715
1105,6233.8429545
1106,6233.90424317
1107,6234.02682052
1108,6234.08810919
1109,6234.14939786
1110,6234.21068654
1111,6234.33326388
1112,6234.39455256
1113,6234.45584123
1114,6234.5171299
1115,6234.57841858
1116,6234.63970725
1117,6234.70099592
1118,6234.7622846
1119,6234.82357327
1120,6234.88486194
1121,6234.94615062
1122,6235.00743929
1123,6235.06872796
1124,6235.13001663
1125,6235.19130531
1126,6235.25259398
1127,6235.37517133
1128,6235.43646
1129,6235.49774867
1130,6235.55903735
1131,6235.62032602
1132,6235.68161469
1133,6235.74290337
1134,6235.86548071
1135,6235.92676939
1136,6236.11063541
1137,6236.23321275
1138,6236.29450142
1139,6236.41707877
1140,6236.47836744
1141,6236.53965612
1142,6236.60094479
1143,6236.66223346
1144,6236.72352214
1145,6236.78481081
1146,6237.0299655
1147,6237.09125418
1148,6237.15254285
1149,6237.21383152
1150,6237.39769754
1151,6237.52027489
1152,6237.58156356
1153,6237.64285223
1154,6237.70414091
1155,6237.76542958
1156,6237.88800693
1157,6237.9492956
1158,6238.01058427
1159,6238.07187295
1160,6238.13316162
1161,6238.25573897
1162,6238.31702764
1163,6238.37831631
1164,6238.623471
1165,6238.68475968
1166,6238.74604835
1167,6238.80733702
1168,6238.8686257
1169,6238.92991437
1170,6238.99120304
1171,6239.05249172
1172,6239.11378039
1173,6239.17506906
1174,6239.23635774
1175,6239.29764641
1176,6239.35893508
1177,6239.42022376
1178,6239.48151243
1179,6239.5428011
1180,6239.66537845
1181,6239.72666712
1182,6239.78795579
1183,6239.91053314
1184,6239.97182181
1185,6240.03311049
1186,6240.09439916
1187,6240.15568783
1188,6240.21697651
1189,6240.27826518
1190,6240.33955385
1191,6240.40084253
1192,6240.4621312
1193,6240.52341987
1194,6240.58470855
1195,6240.89115191
1196,6240.95244058
1197,6241.01372926
1198,6241.19759528
1199,6241.25888395
1200,6241.32017262
1201,6241.3814613
1202,6241.44274997
1203,6241.50403864
1204,6241.56532732
1205,6241.62661599
1206,6241.68790466
1207,6241.81048201
1208,6241.87177068
1209,6241.93305935
1210,6241.99434803
1211,6242.0556367
1212,6242.17821405
1213,6242.30079139
1214,6242.42336874
1215,6242.48465741
1216,6242.54594609
1217,6242.60723476
1218,6242.72981211
1219,6242.79110078
1220,6242.85238945
1221,6242.91367812
1222,6243.03625547
1223,6243.15883282
1224,6243.40398751
1225,6243.58785353
1226,6243.6491422
1227,6243.71043088
1228,6243.77171955
1229,6243.83300822
1230,6243.95558557
1231,6244.01687424
1232,6244.07816291
1233,6244.13945159
1234,6244.26202893
1235,6244.38460628
1236,6244.44589495
1237,6244.50718363
1238,6244.5684723
1239,6244.62976097
1240,6244.69104965
1241,6244.81362699
1242,6244.87491567
1243,6244.93620434
1244,6244.99749301
1245,6245.05878168
1246,6245.12007036
1247,6245.18135903
1248,6245.2426477
1249,6245.30393638
1250,6245.42651372
1251,6245.4878024
1252,6245.54909107
1253,6245.61037974
1254,6245.67166842
1255,6245.73295709
1256,6245.79424576
1257,6245.85553444
1258,6245.91682311
1259,6246.03940046
1260,6246.22326647
1261,6246.28455515
1262,6246.34584382
1263,6246.40713249
1264,6246.46842117
1265,6246.52970984
1266,6246.59099851
1267,6246.65228719
1268,6246.71357586
1269,6246.77486453
1270,6246.83615321
1271,6246.89744188
1272,6246.95873055
1273,6247.02001923
1274,6247.0813079
1275,6247.14259657
1276,6247.20388524
1277,6247.32646259
1278,6247.44903994
1279,6247.51032861
1280,6247.57161728
1281,6247.63290596
1282,6247.69419463
1283,6247.7554833
1284,6247.81677198
1285,6247.87806065
1286,6247.93934932
1287,6248.06192667
1288,6248.12321534
1289,6248.30708136
1290,6248.36837003
1291,6248.42965871
1292,6248.49094738
1293,6248.55223605
1294,6248.61352473
1295,6248.6748134
1296,6248.73610207
1297,6248.85867942
1298,6248.91996809
1299,6248.98125677
1300,6249.04254544
1301,6249.10383411
1302,6249.16512279
1303,6249.28770013
1304,6249.34898881
1305,6249.41027748
1306,6249.47156615
1307,6249.53285482
1308,6249.5941435
1309,6249.71672084
1310,6249.77800952
1311,6249.83929819
1312,6249.90058686
1313,6249.96187554
1314,6250.02316421
1315,6250.08445288
1316,6250.14574156
1317,6250.20703023
1318,6250.2683189
1319,6250.51347359
1320,6250.57476227
1321,6250.69733961
1322,6250.75862829
1323,6250.81991696
1324,6250.88120563
1325,6250.94249431
1326,6251.00378298
1327,6251.31022635
1328,6251.37151502
1329,6251.43280369
1330,6251.61666971
1331,6251.67795838
1332,6251.80053573
1333,6251.8618244
1334,6251.92311308
1335,6251.98440175
1336,6252.04569042
1337,6252.1069791
1338,6252.16826777
1339,6252.22955644
1340,6252.35213379
1341,6252.41342246
1342,6252.47471114
1343,6252.59728848
1344,6252.65857716
1345,6252.71986583
1346,6252.90373185
1347,6252.96502052
1348,6253.02630919
1349,6253.08759787
1350,6253.14888654
1351,6253.21017521
1352,6253.27146389
1353,6253.33275256
1354,6253.39404123
1355,6253.45532991
1356,6253.51661858
1357,6253.57790725
1358,6253.76177327
1359,6253.82306194
1360,6253.94563929
1361,6254.06821664
1362,6254.12950531
1363,6254.19079398
1364,6254.25208266
1365,6254.31337133
1366,6254.37466
1367,6254.43594868
1368,6254.49723735
1369,6254.55852602
1370,6254.68110337
1371,6254.74239204
1372,6254.80368072
1373,6254.92625806
1374,6254.98754673
1375,6255.04883541
1376,6255.17141275
1377,6255.23270143
1378,6255.2939901
1379,6255.35527877
1380,6255.41656745
1381,6255.47785612
1382,6255.60043347
1383,6255.66172214
1384,6255.84558816
1385,6255.90687683
1386,6256.02945418
1387,6256.15203152
1388,6256.2133202
1389,6256.27460887
1390,6256.33589754
1391,6256.39718622
1392,6256.45847489
1393,6256.51976356
1394,6256.58105224
1395,6256.64234091
1396,6256.76491826
1397,6256.82620693
1398,6256.8874956
1399,6256.94878428
1400,6105.09111169
1401,6257.13265029
1402,6257.19393897
1403,6257.25522764
1404,6257.43909366
1405,6257.50038233
1406,6257.56167101
1407,6257.62295968
1408,6257.68424835
1409,6257.8068257
1410,6257.86811437
1411,6257.92940305
1412,6257.99069172
1413,6258.05198039
1414,6258.11326907
1415,6258.17455774
1416,6258.23584641
1417,6258.29713508
1418,6258.35842376
1419,6258.4810011
1420,6258.54228978
1421,6258.60357845
1422,6258.7261558
1423,6258.78744447
1424,6258.84873314
1425,6258.91002182
1426,6259.03259916
1427,6259.09388784
1428,6259.15517651
1429,6259.21646518
1430,6259.27775386
1431,6259.33904253
1432,6259.4003312
1433,6259.52290855
1434,6259.64548589
1435,6259.76806324
1436,6259.82935191
1437,6259.89064059
1438,6259.95192926
1439,6260.01321793
1440,6260.07450661
1441,6260.25837263
1442,6260.3196613
1443,6260.38094997
1444,6260.44223864
1445,6260.62610466
1446,6260.68739334
1447,6260.74868201
1448,6260.80997068
1449,6260.87125936
1450,6260.93254803
1451,6260.9938367
1452,6261.05512538
1453,6261.11641405
1454,6261.17770272
1455,6261.2389914
1456,6261.30028007
1457,6261.36156874
1458,6261.42285742
1459,6261.48414609
1460,6261.54543476
1461,6261.60672343
1462,6261.85187813
1463,6261.97445547
1464,6262.03574415
1465,6262.28089884
1466,6262.34218751
1467,6262.40347619
1468,6262.46476486
1469,6262.52605353
1470,6262.64863088
1471,6262.70991955
1472,6262.77120822
1473,6262.89378557
1474,6262.95507424
1475,6263.01636292
1476,6263.07765159
1477,6263.13894026
1478,6263.20022894
1479,6263.26151761
1480,6263.32280628
1481,6263.38409496
1482,6263.5066723
1483,6263.56796098
1484,6263.62924965
1485,6263.75182699
1486,6263.87440434
1487,6263.93569301
1488,6264.05827036
1489,6264.11955903
1490,6264.18084771
1491,6264.30342505
1492,6264.36471373
1493,6264.4260024
1494,6264.48729107
1495,6264.54857975
1496,6264.73244577
1497,6264.85502311
1498,6264.91631178
1499,6264.97760046
1500,6265.1001778
